L1	rómv. taltekn fyri 50
livursótt	(lækn.)hepatitis, inflammation of the liver;smittandi livursóttinfectious hepatitis
livurstelkur	(niðr., sj.)proud little man,hatta gongur sum ein livurstelkurthat's a stuck-up little fellow; he is a stuck-up fart
livurvevnaður	hepatic tissue
líddur	íosb. væl//illa líddurpopular//unpopular
líð	slope, hillside
líða1	1(um tíð) pass (away), elapse, go by; proceed,árini líðathe years go by(el.pass);tíðin líðurtime goes by; time is passing;nú er nakað útliðiðit is getting on(el.getting late);ein tíð leið áðrenn hann kundi gera taðsome time elapsed(el.passed) before he could do it;tað var liðið lítið á nátt(ina)it was still early in the night; the night was still young;tað var liðið langt út á náttinait was far on(el.late) in the night; the night was well advanced; it was at a late hour;vindurin vaks, sum leið á daginthe wind rose as the day passed2approach, get closer, come nearer;dagurin leið at kvøldithe day was approaching evening;tað líður móti skurðtíðthe harvesting season is approaching(el.drawing near(er));líða móti endanumbe drawing to a close;dagurin leið at kvøldithe day was approaching evening;hvussu líður?how is it going?hvat líður tær?how far have you got?3(kvæð.)move smoothly, stride4[ísamb.viðfs/hj]líða eftir1(um longd) be covered, be travelled over2(um arbeiði)make progress,tað líður eftir við arbeiðnumthe work is making good progress(el.getting on)líða fram1(um tíð) pass, elapse, go, (spakuliga) wear on(t.d.as the evening wore on);enn er einki framliðiðit is still not too late2move, proceed,tað leið smátt framit proceeded very slowly;líða frágradually,sum frá líðuras time goes, in the long run, in time(t.d.in time you will forget);sum frá leið gjørdist hann tolsamurin the course of time he grew more tolerant; eventually(t.d.it will settle itself eventually);líða tilapproach, draw(el.go) near, draw nearer, come nearer;(tlm.)get closer tolíða um(um tíð) pass (away),tað er so stutt umliðiðsuch a short time has passed;áðrenn langt um líðurbefore long;líða út(um tíð)sum út leiðas time passed;vónirnar fánaðu, sum út leiðhope subsided as time passed;tá ið liðið var út á daginlater in the day
líða2	suffer, endure, undergo,líða neyð, pínu, vansa
líða3	í osb: tað man el. má meg líða I can quite believe it
líðandi	1gradual(t.d.a gradual increase); gentle(t.d.a gentle slope); steady(t.d.the steady increase of our export trade)2hjgradually, gently, steadily, smoothly,minka so líðandidecrease gradually(el.steadily);skrána líðandislope gradually(el.gently)
líðarendi	end of a mountainside
líðarmunni	extremity of a mountainside
líðilangur	í osb: tann líðilanga dag the whole day long, the livelong day
líðing	suffering; (ógvislig) agony; misery, hardship; (likamlig) pain(t.d.he died in great pain), suffering;líðing og neyðwretched poverty, misery;Kristi líðingarthe Agony, the Passion
líðisamur	painful, agonizing, excruciating
líðulangur	sílíðilangur
líggi	scythe,sláa við líggjascythe grass;maðurin við líggjanumthe Grim Reaper;bera líggja útstart cutting the grass
lígging	leasing
líggja	1(gl.)borrow, take out,líggja e-m e-t2(ným.)lease
líggjablað	scythe blade
líggjabærur	líggjabært (um gras) worth cutting
líggjafar	[track of the scythe in the field]
líggjamaður	líggjamaðurinthe Grim Reaper
líggjaorv	scythe-handle
líggjaskógvur	swath (of grass),grasið liggur ílie in (the) swath
líggjasnubba	(stb.)akurknívurin var ein útslitin líggjasnubba the knife used for reaping corn was a worn-out scythe-blade
líggjorv	sílíggjaorv
lík	(dead) body, corpse, (til skurð) cadaver, subject;Sstiff;bleikur sum eitt lík(as) white as a sheet, deathly pale;finna líkini(eftir vanlukku) recover the bodies;fylgja líkiattend a funeral;(hava) eitt lík í lastini (fl.m.:uml. =)(have) a skeleton in the cupboard;liggja líklie dead;livandi lík (fl.m.)a living corpse(el.ghost);Livandi líkið(verk eftir Tolstoy) The Live Corpse;ringja fyri líkisound a knell;tað verður yvir mítt lík!over my dead body!
líka1	(støddfr.)model
líka2	please, be pleased with, like,mær líkar e-t (væl/illa)I like (dislike) something;honum líkaði tað illahe was displeased with it
líka3	divide equally (by estimate),líka sundurdivide something (by estimate) into equal portions;líkastfall, be allotted to, go to, devolve on;mær líkaðist tveir partar og honum tríggjarI was allotted two parts and he three
líka4	1equally(t.d.equally thick all over; they were equally guilty; treat them equally; divide equally), alike(t.d.all the children are dressed alike; no two human beings are exactly alike); just, exactly; quite, entirely;líka veit eg el. eg veit líkaI don't know, don't ask me;líka leggi eg íI don't care;líka skjóttprobably, most likely, in all likelihood,eg vænti líka skjótt, at hann kemur í morginin all likelihood he'll arrive tomorrow2(áherðandi)hann er altíð líka skitinhe is always filthy (, dirty)3also, in addition,líka hevur hann roynt at gerast stjórihe has also tried to become manager4all the way, as far as,líka til Havnarall the way to(el.as far as) Tórshavn
líkabørn	children of the same class
líkaleiðis	sísomuleiðis
líkamaður	equal(t.d.he regarded himself as my equal); peer(t.d.the great nobles were the peers of the King); compeer; (í kappastríðio.s.fr.)match;fáa sín líkamannmeet one's match, stand alone, be in a class by oneself);hann fekk ikki sín líkamannhe was matchless (, unequalled, stood alone, in a class by oneself)
líkaso	likewise, the same
líkasum	1(orðasamanberandi) like(t.d.he is a soldier like you); (setningasamanberandi) (just) as(t.d.he is a soldier as you are)2(so at siga) as it were(t.d.he was a little self-important, as it were); so to speak; (í ávísan mun) somewhat, rather a little;(tlm.)sort of(t.d.he sort of hinted that I was unwelcome); kind of
líkasæla	indifference
líkasælur	careless, indifferent
líkberi	pallbearer;(gl.)undertaker's mute
líkbilur	hearse
líkbleikur	white as a sheet, deathly pale
líkblikna	become pallid
líkbrenning	cremation
líkbøra	(gl.)bier
líkdámur	colour of a corpse
líkdeymur	smell of decomposition
líkdæmdur	pallid; cadaverous
líkdæmi	the pallor of a corpse, deathly pallor
líkfall	epilepsy
líkferð	(gl.)funeral, interment
líkfylgi	funeral procession
líkheit	(tlm.)sílíkskapur
líkhús	mortuary; mortuary (chapel)
líki1	1equal, peer; like(t.d.we shall never see his like again); (í kappastríði ogfl.m.)match(t.d.meet one's match);mínir líkarmy equals;tú og tínir líkaryou and people like you, you and your like;(tlm.)you and the likes of you;ein og hvør søkir eftir líka sínum(kann verða endurgivið) one should stick to one's own class;(bíbl.) latum okkum gera eina menniskju eftir bílæti okkara, í líki okkaralet us make man in our image, after our likeness; let us make man in our image and likeness2ikkihava sín líka(rósandi) be matchless, be unequalled, stand alone, be in a class by oneself;(niðr.)be unsurpassed(t.d.for meanness); be unheard-of;hon hevur ikki sín líka (eis.)there is nobody to touch her;uttanlíkaunexampled, unparalleled;(niðr.)unheard-of; (rósandi) unequalled, matchless, peerless; without peer(t.d.a work of art without peer);tey livdu uttan líka vælthey lived exceptionally well
líki2	1form, shape, likeness,(kvæð.) í flogdreka líkiin the form of a flying dragon;í heilum líkiwhole, in complete form, unbroken;í illum líkifor no good purpose2(gl.)family, stock, origin,brotin av illum líkiborn of a bad stock
líkinda	usable, suitable, good enough
líkindafunksjón	probability function
líkindaligur	orderly, correct, well-regulated;hj-liga
líkindarokning	(stfr.)calculus of probability; probability theory
líkindaøki	(støddfr.)probability space
líkindi(r)	1probability, likelihood,eftir øllum líkindumin all probability(el.likelihood), most probably;tað vóru líkindi(r) tilthere was every probability of(t.d.success);líkindini eru til atthe odds are that; there is every probability that; it seems probable that; the presumption is that;tað eru ikki líkindi(r) til at hann kemurthere is no probability of his coming, he is not likely to come2possibility, chance,leita so langt aftur, sum líkindi(r) erulook as far back as possible3(stfr.)probability4prospects, chances5(veður og streymur) conditions,góð/ring líkindi(r) (t.d.til veiðu) good/bad conditions;í góðum líkindumunder fortunate circumstances;í líkindum og ólíkindumin favourable and unfavourable conditions6conditions, state of things, circumstance(s)
líking	1likeness, resemblance, similarity2imitation, replica, copy(t.d.the picture is a copy), counterfeit3(bíbl.)parable(t.d.the parable of the Sower; the parable of the Buried Talents)
líkingamál	figurative language, imagery(t.d.Shakespeare's imagery)
líkingarmynd	symbol;vera líkingarmynd fyribe a symbol of, be symbolic of, symbolize, stand for(t.d.a heart symbolizes(el.stands for) courage)
líkjast1	1be like, look like, resemble,hann líkist mær nógvhe is very like me (in appearance);tey líkjast nógvthey are very much alike; they are very like each other; they resemble each other closely;tey líkjast nógvthey are very much alike; they are very like each other; they resemble each other closely;hann líkist móður sínihe resembles his mother;í so máta líkist hann pápanumin that (respect) he resembles(el.takes after) his father; that is his father all over again;tað fekk hann at líkjast Darwinit made him look like Darwin; it gave him a resemblance to(el.a look likeel.a look of) Darwin;tey líkjast akkurátthey are as like as two peas (in a pod);hann líkist henni um eygunihis eyes are like hers;hann líkist mest av øllum einum tjóvihe looks for all the world like a burglar; he looks more like a burglar than anything else; be similar to2(minna nógv um) be a good likeness, be like(t.d.it isn't (a bit) like);hatta líkist honum vælit is a good likeness;hann líkist ikki einum prestihe is not the least(el.not a bit) like a clergyman; nobody would take him for a clergyman3(ættarbregði) take after(t.d.he takes after his father);líkjast aftur í móðurfólkiðtake after one's family on the mother's side4(passa eins verumáta) be like(t.d.isn't it just like him!);tað líkist ikki tær atit is not like you to;sum tað er honum líkt!isn't it just like him!, how (very) like him!, he would do that!,(ofta =)there he goes again!;hann líkist sær sjálvumhe is just the same as ever;tað kundi líkst honum (at gjørt tað)I would not put it past him (to do it);tað líkist akkurát hr. T. at gera slíktit is just like Mr T. to do a thing like that; that is Mr T. all over; how like Mr T.!, trust Mr T. to do that!;hann líkist ikki sær sjálvumhe is not himself; he is not like the old George(o.tíl.);he is not the man he was5(samanbera) compare(viðto);(bíbl.)liken(viðunto)6[onnursamb.: eggjandi; hartandi]nú fer at líkjast! (tlm.)now, that's something like!, that's more like the thing!;hvørjum líkist tað at gera slíkt?what do you mean by doing that?,(tlm.)what's the (big) idea doing a thing like that?;tað líkist ongum at gera tað!what does he (, sheo.s.fr.)mean by doing that; really it's a bit thick doing a thing like that!, that's no way to behave!;tað líkist ongum (ofta =)that is no way to talk7[ísamb.viðfs/hj]líkjast burtur frá:líkjast burtur frá e-mbe different from;líkjast burtur úr:hann líkist burtur úr (teimum) el. burturúrnot resemble anyone (, anything) else; not take after the familylíkjast frádiffer fromlíkjast til1tað líkist ikki tilthere is no comparison2be probable, be likely,tað er líkt til at hon kemurshe is likely to come;tað er mest líkt til at.the odds(el.chances) are that(t.d.he will do it)
líkjast2	í osb: mær líkst væl/illa á I like/dislike sby /sth;ein genta, sum honum líkst frálíka væl áa girl he is particularly fond of
líkkanning	post-mortem (examination); autopsy
líkkista	coffin
líkleiki	likeness, resemblance, similarity (to)
líkligur	1suitable, proper, orderly, correct; fine, good,gera eitt líkligt brúdleypprepare a proper wedding;líkligari var, at tú hevði verið viðit would be more suitable if you took part;vit hildu, at tað var líkligast at bjóða øllum heimwe thought it best to invite everyone home;eta líkligan mateat proper food;ein líkligur snapsura proper drink;í líkligum standiin good condition;undir líkligum umstøðumunder favourable conditions;líkligar treytirproper terms2dexterous, deft, handy,hon var líklig í hondunumshe was deft with her hands3hj-ligarather over, rather more than; upwards of; well over
líkmaður	undertaker
líkna	1compare,líkna e-t við annaðcompare one thing with another;(serl.um rósandi samanburð) compare to(t.d.as an orator he may be compared to Demosthenes); (um myndaligan samanburð) compare to(t.d.compare wisdom to gold); liken to(t.d.a strategist may be likened to a chess-player;tað er at líkna viðit is comparable with; it can be likened to;líkna saman (t.d.compare a copy with the original; check(el.verify) a copy by the original; collate a copy with the original);tað líknar ikki tilit cannot be compared;líknast1be compared (with); be comparable with(el.to);A kann ikki líknast saman við B (t.e.er verri enn B) A cannot compare(el.be compared) with B; there is no comparison between A and B; A is not comparable with B; A and B are not in the same class;einki kann líknast viðthere is nothing like2fall to, be allotted to,jørðin sum líknaðist mærthe land which was allotted to me2assess,líkna skattassess taxes;líkna e-n í skattiassess sby;líkna e-m skattassess sby's taxes;skatturin sum er líknaður teimumthe amount at which they are assessed;(eis.)the tax chargeable on them3allot in equal portions, distribute equally
