kabarett	cabaret, show
kort	1(brævkort) postcard(stpc);(am. eis)postal card; (við mynd) picture postcard; (afturlatið) letter card;senda e-m eitt kortsend(el.drop) sby a postcard2(land-, stjørnukort) map;kort av Onglandimap of England;á e-m kortion a map(t.d.it is not on the map); (sjó-, veðurkort.) chart;seta út í kortiðshape one's course;(fl.m.)leggja ætlanir; (kortskitsa) sketch map, plan(t.d.a plan of the college)3(kortsp.)(playing-)card;eini korta pack(am.deck) of cards;geva (kort)deal;onkur hevur givið skeiv kortthere has been a misdeal;spæla kortplay cards;høg korthigh card;lág kortlow card;nýggj kortnew deal;leggja kortini á borðið (eis. fl.m.)put one's cards on the table, show one's hand;(eis. fl.m.) sita við góðum kortumhold a good hand, hold good cards(GG:we've got all the cards in our hands; he has the inside track on a $20 million deal);sita við øllum kortunum (eis. fl.m.)hold all the cards; have all the winning cards;spáa í kortumtell fortunes in the cards4(ítr.) gula kortiðthe yellow card;reyða kortiðthe red card5(vitjanarkort) (visiting) card; business card; (samleikaprógv) identity card (kartotekskort) index card; (bókasavnskort) entry (card); (skamtanarkort) coupon(t.d.bread coupon); (ferðakort) season ticket;(am.um jarnbreytarkort) commutation ticket6(teld.)card
korta	(kvæð.)lack, want
kortablað	(kortsp.)(single) playing card,í summum húsum varð kortablað ikki tikið í hondinain some families they did not even touch a deck of card
kortabók	atlas
kortanei	certainly(el.emphatically) not
kortaskrá	card index(t.d.keep a card index of, index), (card) file; (skáp) filing cabinet;loynilig kortaskrásecret file
kortborð	card table;(sigl.)chart table
kortbreiðsla	(kortsp.)patience;(am.)solitaire;breiða kortplay patience (, solitaire); lay out (a patience), set out a game of patience
korter	1quarter (of an hour),klokkan er eitt korter til fimmit is a quarter past four;klokkan er trý korter til fimmit is a quarter to five2six inches
kortgreiðsla	payment terminal, (credit) card machine
korthús	card house, card castle, house of cards(t.d.collapse like a house of cards)
korti	(stb.)síkortini
kortildini	(gl.) síkortini
kortiliga	(stb., sj.)síkortini
kortilti	(sj.)síkortini
kortiltí	(sj.)síkortini
kortiltínani	(stb., sj.)síkortini
kortini	still(t.d.he is not a gentleman, but still he is not a bad fellow), yet(t.d.yet here is something to be said for the proposal), nevertheless(t.d.he promised to come, but nevertheless he did not turn up), nonetheless, for all that, all the same(t.d.he is a good fellow all the same(el.for all that)), in spite of everything(t.d.bought the house in spite of everything), after all(t.d.after all it might have been worse); (undir øllum umstøðum) anyhow(t.d.it is too late now anyhow); even so(t.d.even so, I must protest against your procedure); though(t.d.it is interesting, though)
kortlegging	mapping;(sigl.)charting)
kortleggja	(eis. fl.m.)map (out);(sigl.)chart; (mála upp) survey; analyse(t.d.the causes);(am.)analyze;(sigl., fl.m.) ikki kortlagtuncharted, unmapped
kortlindi	(stb., sj.)síkortini
kortlintí	(stb., sj.)síkortini
kortmerkja	map (out)
kortmintur	(stb.)sístuttmintur
kortslutningur	sískammlop
kortslutta	sískammleypa
kortspæl	1card-playing2game of cards
kortspælari	card-player
korttelefon	card telephone
kortterminalur	síkortgreiðsla
kortur	sístuttur,skammur;fyri kortuma short while ago
korund	(jarðfr.; hart miniral í finst ið ávísum legugrýti, Al203) corundum
korvett	(herm.)corvette
kosin	síkjósa
kosmur	(lækn., stb.)mumps(t.d.mumps is an unpleasant disease)(Parotitis epidemica)
kosning	(gl.)election; choice
kossa	(barn., stb.)cow
kossamua	(barn., stb.)síkossa
kossi	(barn., stb.)calf
kossur1	kiss(t.d.give sby a kiss), (á kjálkan) peck(t.d.he gave her a quick peck);franskur kossur (tlm.)French kiss
kossur2	-ir(stb.) í osb: tað fara at ganga kossir á, hvør ið sigrarthe result of the battle is doubtful;tað gingu kossir áit was difficult (to get on with); it was difficult to handle
kosta1	1cost(t.d.it costs five pounds; it cost the State several millions);(ofta =)be(t.d.butter was 75p a pound; how much is that cigar? that will be 75p);hvat kostar tað?how much is it?;hatta kostar ov nógvit costs too much; it is too expensive;hvat kostaði tað tær?how much did it cost you?,(tlm.)how much did it set you back?tað kostar einkiit does not cost anything; there is nothing to pay; there is no charge;(fl.m.)it can do no harm(t.d.to try);kosta hvat tað kosta vilat all costs; whatever the cost; no matter what the cost; at any price(GG:do or die!);sama hvat tað kostar!hang the expense!;tað kostar pengarit costs a lot of money; that sort of thing comes expensive;rinda tað tað kostarpay (up); meet the bill;hatta má hava kostað tað hvíta úr eygunumit must have cost a fortune(el.the earth);tað kostar ikki alla verðina (eis.)it does not cost the world2tað kostar nógv at hava bilit is expensive to have a car3(bera kostnaðin) defray(el.bear) the expenses of; pay for4cause;kosta e-m stríðit cost(el.caused) me a lot of trouble5spend, devote, dedicate, sacrifice, risk, hazard;tað kann kosta mær starviðit is as much as my job is worth6(halda við kost) board sby,find sby in meals
kosta2	damage, hurt, injure, bruise (without breaking);beinið er kostaðthe leg has been hurt
kostarhald	food, board and lodging
kostbroyting	change of diet
kostbúgvi	boarder, paying guest
kostgóður	(um mat) nourishing, nutritious
kosthald	síkostarhald
kosthús	boarding house; (finari) guesthouse;(serl.fínari og uttan fyri Ongland og USA) pension (fronsk úttala);hava kosthúshave(el.run) a boarding house (, a pension)
kostingarsamur	síkostnaðarmikil
kostískoyti	dietary supplement
kostkrav	kostkrøvdietary requirements
kostleiðregla	kostleiðreglurdietary guidelines
kostnaðarfríur	free, gratis;hj. free (of charge), without charge; at no cost(el.expense), for nothing;(tlm. sk.)free, gratis and for nothing;tað er kostnaðarfríttit is free, there is no charge;alt er kostnaðarfríttit's all for free;kostnaðarfríur læknifree medical attendance;næstan kostnaðarfrítt(hj.eis.)for next to nothing, for a song;kostnaðarfríur skúlifree schooling(el.education); no school fees
kostnaðarleysur	free, gratis;síkostnaðarfríur
kostnaðarmeting	(rough) estimate, rough calculation,Sguestimate (of);gera kostnaðarmeting yvirestimate, calculate(el.estimate) roughly, make a rough calculation(el.estimate) of; (ESofta =)perspectives;sambært varisligari kostnaðarmetingat a conservative estimate;sambært leysligari kostnaðarmetingon a rough estimate, roughly estimated; estimated expenditure; (útreiðslumetingar hjá landinum áðrenn fíggjarlóg er góðtikin) estimatesflt
kostnaðarmikil	1(sum hevur stórar útreiðslur við sær) expensive(t.d.an expensive car, hotel, journey, shop); high-priced; pricey(t.d.pubs jazzed up into pricey bars); costly2sum kostar meira enn tað er vert) dear(t.d.the car cost £200 and was dear at the price)
kostnaðarprísur	(bú.)cost price
kostnaðarsamur	(sj.)síkostnaðarmikil
kostnaðarsíða	(bú.)debit side
kostnaðarstig	(bú.)cost level
kostnaðartrýst	(bú.)price-cutting
kostnaðaryvirlit	cost overview; (handilsm.)kostnaðaryvirlit MiFIRcost overview MiFIR
kostnaðarætlan	estimate, rough calculation;síkostnaðarmeting
kostnaður	cost(s)(t.d.of production); (útreiðslur) expense(s), expenditure;kostnaður til samanstotal costs;annar kostnaður knýttur at íløgumother investment related costs;kostnaður býttur út á vinningsbýtisskatt, ómaksgjald...costs divided into dividend tax, fee...;(løgfr.)costs;bera kostnaðin av e-mpay(el.defrayel.cover) the expenses;(løgfr.)pay (the) costs
kostnarhald	síkostarhald
kostpengar	(sum ein rindar) board(t.d.he paid his board); (sum ein fær) board-wages(t.d.the servants were on board-wages); maintenance(t.d.we pay the maid £50 in maintenance during her holiday); subsistence allowance
kostpeningur	síkostpengar
kostráð	dietary advice
kostráðgevi	dietician
kostskúlanæmingur	(skúlam.)boarding-school pupil, public-school pupil; boarder
kostskúli	(skúlam.)boarding school, (í Bretlandieis.)public school
kosttørvur	dietary needs
kostume	sígrýlubúni
kostur	1food, diet, fare; nourishmentSgrub;gerandisligur kosturdaily(el.everydayel.usual) fare;(t.e.einfaldur kostur) plain fare, a plain diet;góður sunnur kosturplain, wholesome food(el.fare);soltin kostura poor diet, scanty(el.slender) fare;(fl.m.)Lenten fare;vanligur kosturplain fare;ymsiligur kostura well-balanced diet;kostur og vistarhaldboard and lodging, board and residence;kostur og lønboard and wages2condition, stipulation, provision, term; alternative, option(t.d.that is my only option; I have no option but to agree)3valuable thing, treasure,lovaði honum tríggjar kostir hvørt árpromised him three precious things every year4(teld.)option
kostvani	dietary habit;kostvanardietary habits
kostvegleiðari	dietician
kostvegleiðing	dietary guidelines
kostætlan	diet, menu(t.d.weekly menu);(lækn.)dietary
kot	homespun coat, frieze coat
kota	code(t.d.send a telegram in code; a secret code), cipher;bróta eina kotubreak a cipher;(teld.)code
kotalitað	dark brown
kotamorreyður	dark brown
kotavaðmal	[frieze (, homespun) for making a coat]
kotilett	chop; (lítil) cutlet
kotra	sískúgva,skotra
kotringur	(stb.)weakling
kotubland	(málfr.) code mixing
kotuskifti	(málfr.) code switching
kovi	larder;(teld.)coche
koyggja	1(á skipi, í jarnbreytarvogni) berth(t.d.a cabin with 2 berths; the upper, lower berth); (á skipi, summarhúsi) bunk2alcove, recess(tlm.= song) bed;fara í koyggjunaturn in;(tlm.)hit the hay(el.sack)
koyggjuhurð	door to an alcove bed (, bunk, berth)
koyggjukarmur	sideboard (of a bunk)
koyggjuklæði(r)	bedding (for bunk or berth)
koyggjulúka	síkoyggjuhurð
koyggjurekkja	síkoyggjusong
koyggjusekkur	(sigl.)sea bag; duffel bag
koyggjusong	1(gl.)alcove bed2bunk bed
koyggjustokkur	bunk board
koyggjuvakt	(sjóm.)watch below;hava koyggjuvaktbe below
koykl	1hypocrisy; sanctimoniousness, false piety; (í orðumeis.)cant2distortion, (um tekst) corruption, garbling
koykla	change the subject; prevaricate, give an evasive answer
koyla	ravine, cleft (in a rock), crevice, fissure
koyna	blister, pustule
koynukoppur	(Suð.)blister, pustule (before it bursts)
koynutur	(Suð.)blistered
koyr	1í osb: í eitt koyrat a stretch; without interruption(el.stoppingel.stop); uninterruptedly;(tlm.)in one go, on the trot;eg las bókina í eitt koyrI read the book at one(el.a single) sitting2flying visit
koyra	1(um fólk) go (in a car, carriage, by bus, by train,o.tíl.);ride (in a car, a carriage)2(tú ið ein sjálvur avger leið) drive(t.d.they drove over to Oxford in their car);(am. eis)ride3(um bil, vogn) run, go(t.d.the car ran into a hedge; this car can go very fast)4(um tok) run, go, travel(t.d.a train travelling at high speed)5(um flogfar: á lendi) taxi6(vera í gongd) go, be running(t.d.the engine is running all day)7(akfar) drive(t.d.he drove his car into the ditch);koyra plógvdrive a plough; (motorsúkkla) ride(t.d.he cannot ride a motor cycle)8(flyta) take(t.d.the car took me to the station in five minutes); drive(t.d.can you drive me to Oxford?); carry, convey(t.d.convey goods to Liverpool); haul(t.d.haul the coal from the mine to the coast); (um fólkeis.)run(t.d.they ran me over to the village in their car)9(lata e-n koyra við) give sby a lift(t.d.they gave me a lift to Oxford)10(í arbeiðsvogni) cart(t.d.cart the material to the factory);koyra hoyggjcart hay11(í trillubør, barnavognio.s.fr.)wheel;koyra barnavognpush a pram12(jagstra, reka burtur) drive, chase(t.d.chase the dog out of the room); run(t.d.undesirable residents were run out of (the) town)13(Sstýra, reka, fara í gongdo.s.fr.)run(t.d.the whole show); run(t.d.the paper ran the story for a week)14push(t.d.sby aside); shove(t.d.the table over to the other side); set sby to do sth(t.d.set a man to saw wood)15thrust (something) into (something else),hann koyrdi húgvuna í lummanhe thrust his cap into his pocket;hann varð koyrdur í skansanhe was placed under arrest16(koyra í seg) gorge, stuff oneself (with food)17(stoyta) pour, load,koyra mjólk í krússiðpour milk into the mug18(úr starvi, skúla, felago.tíl.)expel(t.d.a boy from school); (úr felag) expel(t.d. sbyfrom a society); (úr starvi) dismiss(t.d.a man whose conduct is unsatisfactory)19(teld.)run20[ísamb.viðfs/hj]koyra á1stimulate, incite, urge (on), press, hurry up; put on speed; endeavour, exert oneself2(við bili) crash, have an accident; run(el.knock) down sby;koyra eftirdrive(el.go) via Bond Street;koyra frá1push (, thrust) something aside2dismiss, discharge, fire, sack, give the sack3put off (from the shore)4leave sby behind5(koyra skjótari enn e-n) outdistance sby;koyra fyridrive sby; be sby's driver;koyra innkoyra hoyggið (, kornið) inngather in the harvest;koyra bilin inn í bilhúsiðrun a car into the garage, garage a car;tokið koyrdi inn á støðinathe train pulled up at(el.into) the station;koyra í:koyra í seggorge(el.stuffel.cram) oneself with sth;koyra í munnincram one's mouth with food;koyra ígjøgnumdrive(el.pass) through (without stopping);koyra rundanumgo (, drive,o.s.fr.)round sth;koyra skjóttdrive fast, speed;koyra ov skjóttspeed(t.d.he was fined £30 for speeding);koyra skjótaridrive faster, accelerate;koyra spakuligadrive slowly;koyra spakuligaridrive more slowly, slow down;koyra undir1give someone a push, shove someone2hurry someone (up);koyra útthrowel.chuck (out);koyra útavhave a car accident;koyra viðkoyra við e-mdrive with sby;vit koyrdu við eini øgiligari ferðwe were going at a tremendous pace;koyra vælbilurin koyrir vælthe car runs well;hann koyrir vælhe is a good driver;koyra yvirumkoyra yvir um eina brúgvdrive over a bridge, cross a bridge;koyrdur:(úr starvi, skúla, felago.tíl.)expelled, dismissed;koyrdur fuglur[bird frightened by fowling]
koyrari	1toiler2hard passage (, sail, voyage),vit fingu ein rættiligan koyrara aftur at landiwe had a really hard sail back to land3(stb., sj.)state of intoxication
koyribreyt	(partur av vegi har bilar koyra) roadway(t.d.don't walk on the roadway); carriageway(t.d.the northbound carriageway is closed); (á vegi við fleiri koyribreytum) (traffic) lane
koyribøra	(wheel)barrow; (til urtagarð) garden barrow;koyra eitt í koyribøruwheel(el.trundle) sth in a barrow
koyrikort	driving licence;(am.)(driver's) licence;hann fekk átekning á koyrikortiðhis licence was endorsed;missa koyrikortiðforfeit(el.lose) one's licence;hann misti koyrikortið í 3 árhe was disqualified from driving for three years;taka koyrikortið frá e-mtake away sby's licence;taka koyrikortið frá e-m í 3 mánaðirsuspend sby's licence for three months;hon tók koyrikortið(undirvísing) she took driving lessons; (stóð royndina) she passed her driving test
